run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
12089773-K;Javiera Mendez Jara;javiera.mendez290@mail.cl;914215655;;Av Vicu�a Mackenna 1400;Santiago;13;Metropolitana;adicional;15913517-9;padre;04-06-03;01-01-25;31-12-25;NO;;;Providencia
21278182-2;Loreto Nuñez Duarte;loreto.nunez351@mail.cl;124299;972311958.0;Av Irarrazaval 3400;Concepcion;8;BioBio;invitado;6344903-3;madre;1990-01;01-01-25;31-12-25;NO;;;Santa Cruz
19997231-9;Enrique Galdames Pardo;enrique.galdames221@mail.cl;665945;957177393.0;Av Alameda 900;Las Condes;13;Metropolitana;invitado;16701421-6;abuela;22-04-70;01-01-25;31-12-25;NO;;;Providencia
16775614-K;Oscar Duarte Galdames;oscar.duarte49@mail.cl;30067;974574211.0;Av Recoleta 3800;Providencia;13;Metropolitana;beneficiario;6344903-3;c—nyuge;05-02-72;01-01-25;31-12-25;NO;;;La Florida
14442087-K;Mauricio Lagos Jara;mauricio.lagos834@mail.cl;999735324;944058799.0;Av Irarrazaval 2700;Concepcion;8;BioBio;adicional;16804818-1;padre;16-06-89;01-01-25;31-12-25;NO;;;Santa Cruz
21753552-2;Alvaro Galdames Mendez;alvaro.galdames847@mail.cl;960366360;;Av Recoleta 3500;Independencia;13;Metropolitana;adicional;12170069-7;abuela;16-10-98;01-01-25;31-12-25;NO;;;La Florida
13457729-6;Beatriz Espinoza Ortiz;beatriz.espinoza724@mail.cl;942322394;912823671.0;Av Pedro de Valdivia 3200;Vina del Mar;5;Valparaiso;invitado;6344903-3;madre;14-07-96;01-01-25;31-12-25;NO;;;Santiago Centro
14183097-K;Gonzalo Pardo Barrera;gonzalo.pardo402@mail.cl;962140993;958055621.0;Av Irarrazaval 4000;Independencia;13;Metropolitana;adicional;20789127-4;abuelo;07-03-02;01-01-25;31-12-25;NO;;;La Florida
19067421-4;Enrique Henriquez Contreras;enrique.henriquez818@mail.cl;851051;920221333.0;Av Vicu�a Mackenna 3000;Maipu;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave7205;La Florida
19068049-4;Beatriz Lagos Barrera;beatriz.lagos643@mail.cl;957516307;932427025.0;Av Irarrazaval 4000;San Miguel;13;Metropolitana;beneficiario;17608709-0;c—nyuge;04-03-78;01-01-25;31-12-25;NO;;;Providencia
14555412-5;Loreto Iturra Mendez;loreto.iturra646@mail.cl;915961861;959412882.0;Av Alameda 1800;San Miguel;13;Metropolitana;adicional;10336757-5;prima;19-01-77;01-01-25;31-12-25;NO;;;Santiago Centro
19643298-2;Enrique Fuentes Espinoza;enrique.fuentes72@mail.cl;964822416;981042394.0;Av Gran Avenida 2100;Providencia;13;Metropolitana;adicional;5058856-4;prima;21-04-87;01-01-25;31-12-25;NO;;;La Florida
12541628-1;Mauricio Contreras Espinoza;mauricio.contreras753@mail.cl;904344;;Av Irarrazaval 600;Puente Alto;13;Metropolitana;beneficiario;20789127-4;c—nyuge;01-01-90;01-01-25;31-12-25;NO;;;Providencia
22213462-5;Daniela Mendez Galdames;daniela.mendez483@mail.cl;926637431;;Av Macul 1100;Maipu;13;Metropolitana;adicional;6988932-3;padre;05-06-73;01-01-25;31-12-25;NO;;;Providencia
24391581-2;Enrique Iturra Ortiz;enrique.iturra939@mail.cl;420151;;Av Alameda 2700;Santiago;13;Metropolitana;adicional;12620839-1;abuelo;24-08-83;01-01-25;31-12-25;NO;;;Santiago Centro
23621802-2;Alvaro Ortiz Alvarez;alvaro.ortiz764@mail.cl;957193286;986264068.0;Av Irarrazaval 3500;La Reina;13;Metropolitana;invitado;16804818-1;padre;14-08-72;01-01-25;31-12-25;NO;;;Santa Cruz
11762219-3;Oscar Fuentes Galdames;oscar.fuentes528@mail.cl;199295;997471570.0;Av Recoleta 2200;Providencia;13;Metropolitana;beneficiario;21265551-1;c—nyuge;19-06-69;01-01-25;31-12-25;NO;;;Santa Cruz
8447177-2;Oscar Quezada Espinoza;oscar.quezada248@mail.cl;963913302;;Av Vitacura 3800;Providencia;13;Metropolitana;adicional;5058856-4;abuela;21-07-87;01-01-25;31-12-25;NO;;;Santiago Centro
15843865-8;Felicia Lagos Quezada;felicia.lagos283@mail.cl;967546483;;Av Irarrazaval 1900;Vina del Mar;5;Valparaiso;adicional;17877848-0;prima;06-09-88;01-01-25;31-12-25;NO;;;La Florida
16865467-7;Helena Ortiz Quezada;helena.ortiz571@mail.cl;927712890;959361476.0;Av Irarrazaval 400;Santa Cruz;6;O'Higgins;invitado;17862474-9;c—nyuge;08-06-80;01-01-25;31-12-25;NO;;;Santa Cruz
18638644-6;Alvaro Espinoza Contreras;alvaro.espinoza567@mail.cl;411360;;Av Irarrazaval 3000;Concepcion;8;BioBio;adicional;21325038-8;hijo;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
12652209-6;Loreto Contreras Lagos;loreto.contreras337@mail.cl;962773990;;Av Vitacura 4000;San Miguel;13;Metropolitana;adicional;18257455-3;primo;01-01-90;01-01-25;31-12-25;NO;;;La Florida
14325281-9;Patricia Galdames Duarte;patricia.galdames636@mail.cl;978373872;921648234.0;Av Gran Avenida 1300;Santa Cruz;6;O'Higgins;adicional;18257455-3;padre;20-09-92;01-01-25;31-12-25;NO;;;La Florida
12223346-5;Natalia Ortiz Fuentes;natalia.ortiz450@mail.cl;699414;985288792.0;Av Providencia 600;Providencia;13;Metropolitana;adicional;18257455-3;prima;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
9093668-9;Helena Iturra Mendez;helena.iturra990@mail.cl;968365078;996659041.0;Av Vicu�a Mackenna 3400;Concepcion;8;BioBio;beneficiario;9848362-5;hijo;20-04-58;01-01-25;31-12-25;NO;;;Santa Cruz
5582590-3;Loreto Henriquez Mendez;loreto.henriquez812@mail.cl;716444;920729421.0;Av Recoleta 1600;Maipu;13;Metropolitana;invitado;11606281-K;padre;1990-01;01-01-25;31-12-25;NO;;;Providencia
13572532-1;Felicia Fuentes Contreras;felicia.fuentes297@mail.cl;595304;;Av Alameda 1600;Las Condes;13;Metropolitana;beneficiario;6988932-3;c—nyuge;07-09-98;01-01-25;31-12-25;NO;;;Santiago Centro
14311235-7;Patricia Jara Galdames;patricia.jara597@mail.cl;72536;998123325.0;Av Alameda 3900;Concepcion;8;BioBio;socio_titular;;;21-04-02;01-01-25;31-12-25;SI;socio;clave1366;Providencia
17931087-2;Kevin Nuñez Alvarez;kevin.nunez437@mail.cl;662284;926012509.0;Av Alameda 200;Providencia;13;Metropolitana;adicional;20848551-2;padre;15-01-88;01-01-25;31-12-25;NO;;;La Florida
15667425-6;Loreto Duarte Alvarez;loreto.duarte654@mail.cl;887666;;Av Vicu�a Mackenna 1600;Maipu;13;Metropolitana;socio_titular;;;11-02-53;01-01-25;31-12-25;SI;socio;clave5609;La Florida
7815983-5;Felicia Barrera Pardo;felicia.barrera297@mail.cl;522911;937398307.0;Av Gran Avenida 1500;La Florida;13;Metropolitana;invitado;11606281-K;c—nyuge;1990-01;01-01-25;31-12-25;NO;;;Santa Cruz
20227807-8;Ignacio Galdames Duarte;ignacio.galdames141@mail.cl;885906;;Av Pedro de Valdivia 3600;Puente Alto;13;Metropolitana;administrativo;;;17-08-89;01-01-25;31-12-25;SI;administrativo;clave4822;Santa Cruz
14988444-0;Kevin Espinoza Ortiz;kevin.espinoza38@mail.cl;91388;959249599.0;Av Recoleta 1900;Independencia;13;Metropolitana;adicional;21896425-6;abuela;27-10-73;01-01-25;31-12-25;NO;;;Santa Cruz
12639736-7;Oscar Henriquez Pardo;oscar.henriquez876@mail.cl;940807422;999664912.0;Av Irarrazaval 3900;Santiago;13;Metropolitana;adicional;6988932-3;padre;23-12-65;01-01-25;31-12-25;NO;;;La Florida
21487779-1;Gonzalo Pardo Henriquez;gonzalo.pardo73@mail.cl;937972392;981951536.0;Av Vitacura 3200;Santiago;13;Metropolitana;invitado;8054887-4;primo;1990-01;01-01-25;31-12-25;NO;;;Providencia
9458672-0;Natalia Henriquez Contreras;natalia.henriquez824@mail.cl;993747746;;Av Providencia 1700;Las Condes;13;Metropolitana;adicional;20484469-3;abuelo;-1990;01-01-25;31-12-25;NO;;;Providencia
14177217-1;Beatriz Espinoza Nuñez;beatriz.espinoza700@mail.cl;957605113;;Av Vicu�a Mackenna 800;Las Condes;13;Metropolitana;administrativo;;;23-03-97;01-01-25;31-12-25;SI;administrativo;clave2216;Providencia
17854299-0;Patricia Iturra Jara;patricia.iturra843@mail.cl;684272;;Av Irarrazaval 900;Independencia;13;Metropolitana;invitado;12620839-1;abuela;21-10-91;01-01-25;31-12-25;NO;;;Providencia
13604482-6;Daniela Lagos Jara;daniela.lagos594@mail.cl;995470298;985747423.0;Av Alameda 500;Nunoa;13;Metropolitana;adicional;16103628-5;abuela;21-11-61;01-01-25;31-12-25;NO;;;Providencia
5046738-4;Enrique Ortiz Galdames;enrique.ortiz185@mail.cl;921746190;984309828.0;Av Vicu�a Mackenna 1300;Concepcion;8;BioBio;adicional;18257455-3;padre;22-06-69;01-01-25;31-12-25;NO;;;Providencia
5243679-6;Alvaro Iturra Iturra;alvaro.iturra79@mail.cl;912404995;;Av Vicu�a Mackenna 3400;Independencia;13;Metropolitana;adicional;20484469-3;madre;05-02-53;01-01-25;31-12-25;NO;;;Santa Cruz
9355964-0;Alvaro Quezada Henriquez;alvaro.quezada429@mail.cl;421439;950020481.0;Av Vitacura 1900;Puente Alto;13;Metropolitana;adicional;12735469-3;abuela;28-07-51;01-01-25;31-12-25;NO;;;Providencia
22481908-0;Mauricio Iturra Espinoza;mauricio.iturra823@mail.cl;273888;945835037.0;Av Vitacura 1100;Las Condes;13;Metropolitana;invitado;18257455-3;prima;17-08-68;01-01-25;31-12-25;NO;;;Providencia
10140560-1;Beatriz Iturra Alvarez;beatriz.iturra583@mail.cl;175690;910456275.0;Av Macul 800;Maipu;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave6823;Santiago Centro
19334960-8;Ignacio Mendez Iturra;ignacio.mendez881@mail.cl;917889997;;Av Macul 3700;La Reina;13;Metropolitana;adicional;22997716-4;hijo;28-03-94;01-01-25;31-12-25;NO;;;La Florida
13626006-5;Alvaro Galdames Henriquez;alvaro.galdames921@mail.cl;507112;934149150.0;Av Apoquindo 3200;Las Condes;13;Metropolitana;adicional;17877848-0;hijo;20-08-84;01-01-25;31-12-25;NO;;;La Florida
7662575-1;Patricia Lagos Ortiz;patricia.lagos573@mail.cl;591168;931066481.0;Av Providencia 3700;Santiago;13;Metropolitana;invitado;15667425-6;c—nyuge;11-06-75;01-01-25;31-12-25;NO;;;Santa Cruz
21319100-3;Alvaro Galdames Contreras;alvaro.galdames838@mail.cl;973082398;969352819.0;Av Vitacura 1600;Nunoa;13;Metropolitana;socio_titular;;;06-06-50;01-01-25;31-12-25;SI;socio;clave1820;Providencia
23092808-8;Felicia Lagos Nuñez;felicia.lagos107@mail.cl;842675;951812721.0;Av Recoleta 700;Santa Cruz;6;O'Higgins;beneficiario;11606281-K;c—nyuge;17-01-80;01-01-25;31-12-25;NO;;;Santa Cruz
11628751-0;Patricia Fuentes Henriquez;patricia.fuentes175@mail.cl;434932;929873159.0;Av Vicu�a Mackenna 2100;La Reina;13;Metropolitana;invitado;21265551-1;padre;1990-01;01-01-25;31-12-25;NO;;;Providencia
6688186-5;Gonzalo Barrera Nuñez;gonzalo.barrera678@mail.cl;13151;;Av Providencia 500;Vina del Mar;5;Valparaiso;adicional;6344903-3;abuelo;03-08-66;01-01-25;31-12-25;NO;;;Providencia
18854363-4;Kevin Ortiz Contreras;kevin.ortiz600@mail.cl;919720618;;Av Apoquindo 2000;Independencia;13;Metropolitana;invitado;9848362-5;padre;26-06-57;01-01-25;31-12-25;NO;;;Santiago Centro
8757100-7;Ignacio Quezada Pardo;ignacio.quezada716@mail.cl;889778;977220895.0;Av Recoleta 1800;Independencia;13;Metropolitana;adicional;19556227-9;madre;22-10-96;01-01-25;31-12-25;NO;;;Santa Cruz
16026668-6;Helena Henriquez Jara;helena.henriquez242@mail.cl;378175;;Av Pedro de Valdivia 1600;Providencia;13;Metropolitana;invitado;21319100-3;madre;11-12-58;01-01-25;31-12-25;NO;;;La Florida
7477749-K;Helena Alvarez Iturra;helena.alvarez316@mail.cl;648590;977449946.0;Av Apoquindo 3200;Providencia;13;Metropolitana;beneficiario;24941085-3;c—nyuge;24-02-54;01-01-25;31-12-25;NO;;;Santiago Centro
18833411-3;Alvaro Barrera Fuentes;alvaro.barrera616@mail.cl;924324617;;Av Alameda 2400;La Florida;13;Metropolitana;adicional;12170069-7;primo;16-09-02;01-01-25;31-12-25;NO;;;Santa Cruz
12478779-3;Kevin Barrera Alvarez;kevin.barrera959@mail.cl;970945071;987158763.0;Av Gran Avenida 2000;Independencia;13;Metropolitana;adicional;14311235-7;abuela;27-12-66;01-01-25;31-12-25;NO;;;Providencia
7575505-8;Daniela Contreras Alvarez;daniela.contreras74@mail.cl;86713;957636996.0;Av Recoleta 4000;Providencia;13;Metropolitana;adicional;20484469-3;abuela;24-02-79;01-01-25;31-12-25;NO;;;Santiago Centro
9157273-0;Javiera Galdames Quezada;javiera.galdames414@mail.cl;636071;993043159.0;Av Vitacura 2500;Vina del Mar;5;Valparaiso;invitado;20484469-3;abuelo;01-01-90;01-01-25;31-12-25;NO;;;La Florida
18058456-2;Enrique Lagos Jara;enrique.lagos529@mail.cl;986850942;998913296.0;Av Alameda 2500;La Reina;13;Metropolitana;adicional;16804818-1;abuelo;01-06-58;01-01-25;31-12-25;NO;;;Santiago Centro
23572340-7;Gonzalo Henriquez Lagos;gonzalo.henriquez972@mail.cl;993706660;;Av Vitacura 3700;Concepcion;8;BioBio;administrativo;;;16-12-69;01-01-25;31-12-25;SI;administrativo;clave9887;Santiago Centro
21005871-2;Helena Mendez Pardo;helena.mendez846@mail.cl;978911350;;Av Gran Avenida 2600;La Florida;13;Metropolitana;socio_titular;;;02-11-55;01-01-25;31-12-25;SI;socio;clave7620;Providencia
11148307-8;Claudio Mendez Duarte;claudio.mendez737@mail.cl;963980907;938965467.0;Av Vicu�a Mackenna 500;La Reina;13;Metropolitana;adicional;18257455-3;primo;-1990;01-01-25;31-12-25;NO;;;Providencia
16043656-5;Javiera Fuentes Lagos;javiera.fuentes324@mail.cl;922009038;994922970.0;Av Macul 1700;La Reina;13;Metropolitana;beneficiario;21325038-8;c—nyuge;19-10-59;01-01-25;31-12-25;NO;;;Santiago Centro
5844511-6;Enrique Duarte Barrera;enrique.duarte22@mail.cl;941352923;965879815.0;Av Apoquindo 1400;Providencia;13;Metropolitana;adicional;18257455-3;prima;01-03-70;01-01-25;31-12-25;NO;;;Santiago Centro
13896042-8;Daniela Quezada Henriquez;daniela.quezada763@mail.cl;297342;998340668.0;Av Alameda 3600;Nunoa;13;Metropolitana;adicional;20848551-2;abuelo;08-10-75;01-01-25;31-12-25;NO;;;Santa Cruz
16413330-3;Daniela Barrera Jara;daniela.barrera479@mail.cl;190325;;Av Pedro de Valdivia 400;Providencia;13;Metropolitana;invitado;15913517-9;madre;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
24428204-0;Loreto Contreras Fuentes;loreto.contreras705@mail.cl;637299;;Av Pedro de Valdivia 3500;Las Condes;13;Metropolitana;adicional;24692054-0;abuela;06-07-89;01-01-25;31-12-25;NO;;;Santa Cruz
5113462-5;Javiera Fuentes Pardo;javiera.fuentes211@mail.cl;970010184;;Av Recoleta 2400;Providencia;13;Metropolitana;adicional;22924363-2;primo;26-10-91;01-01-25;31-12-25;NO;;;Santiago Centro
6874037-0;Alvaro Ortiz Galdames;alvaro.ortiz814@mail.cl;963882203;961292427.0;Av Macul 400;Vina del Mar;5;Valparaiso;adicional;24941085-3;abuelo;22-01-70;01-01-25;31-12-25;NO;;;Santa Cruz
23937539-1;Beatriz Barrera Fuentes;beatriz.barrera496@mail.cl;974577017;915170271.0;Av Gran Avenida 2200;La Reina;13;Metropolitana;socio_titular;;;03-12-81;01-01-25;31-12-25;SI;socio;clave6867;La Florida
23230624-6;Patricia Jara Espinoza;patricia.jara711@mail.cl;72739;942680880.0;Av Vitacura 3600;Independencia;13;Metropolitana;socio_titular;;;10-10-97;01-01-25;31-12-25;SI;socio;clave1559;La Florida
19877079-8;Ignacio Nuñez Duarte;ignacio.nunez291@mail.cl;968037236;;Av Apoquindo 2300;Concepcion;8;BioBio;invitado;16804818-1;abuelo;23-07-63;01-01-25;31-12-25;NO;;;Providencia
5214098-6;Natalia Quezada Nuñez;natalia.quezada876@mail.cl;153088;;Av Pedro de Valdivia 3500;Vina del Mar;5;Valparaiso;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave2664;Santiago Centro
9774947-7;Gonzalo Galdames Jara;gonzalo.galdames269@mail.cl;277051;979998933.0;Av Apoquindo 2900;La Reina;13;Metropolitana;socio_titular;;;27-11-53;01-01-25;31-12-25;SI;socio;clave1255;Santiago Centro
19569219-K;Beatriz Nuñez Henriquez;beatriz.nunez502@mail.cl;953444865;925009635.0;Av Gran Avenida 300;La Florida;13;Metropolitana;adicional;15913517-9;madre;08-06-90;01-01-25;31-12-25;NO;;;Providencia
6134202-8;Natalia Nuñez Ortiz;natalia.nunez801@mail.cl;84994;;Av Apoquindo 3500;Concepcion;8;BioBio;adicional;5093909-9;primo;25-04-70;01-01-25;31-12-25;NO;;;La Florida
24211768-8;Helena Nuñez Iturra;helena.nunez765@mail.cl;875959;911854525.0;Av Providencia 500;Vina del Mar;5;Valparaiso;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave6340;Providencia
24420372-8;Felicia Mendez Barrera;felicia.mendez261@mail.cl;939675020;;Av Vicu�a Mackenna 1200;San Miguel;13;Metropolitana;invitado;16804818-1;abuelo;11-05-96;01-01-25;31-12-25;NO;;;La Florida
6443485-3;Natalia Duarte Mendez;natalia.duarte613@mail.cl;949275284;958930656.0;Av Alameda 2700;Las Condes;13;Metropolitana;beneficiario;19067421-4;hijo;15-07-03;01-01-25;31-12-25;NO;;;Providencia
9238627-9;Mauricio Duarte Espinoza;mauricio.duarte254@mail.cl;287580;962931723.0;Av Vitacura 2800;Concepcion;8;BioBio;invitado;6344903-3;madre;11-02-57;01-01-25;31-12-25;NO;;;Santa Cruz
18572470-0;Javiera Henriquez Jara;javiera.henriquez52@mail.cl;148208;951084230.0;Av Apoquindo 2100;Santa Cruz;6;O'Higgins;invitado;20848551-2;abuela;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
20961930-K;Beatriz Barrera Espinoza;beatriz.barrera324@mail.cl;636767;;Av Recoleta 3000;La Reina;13;Metropolitana;adicional;20484469-3;hijo;10-06-99;01-01-25;31-12-25;NO;;;Santiago Centro
24344875-1;Felicia Quezada Contreras;felicia.quezada588@mail.cl;473235;969167270.0;Av Macul 3800;Vina del Mar;5;Valparaiso;invitado;17862474-9;hijo;04-01-73;01-01-25;31-12-25;NO;;;Santiago Centro
7854704-9;Mauricio Espinoza Alvarez;mauricio.espinoza598@mail.cl;206432;953928195.0;Av Alameda 1600;Vina del Mar;5;Valparaiso;socio_titular;;;16-03-55;01-01-25;31-12-25;SI;socio;clave6545;Santiago Centro
12794848-0;Ignacio Fuentes Espinoza;ignacio.fuentes188@mail.cl;941637501;;Av Vitacura 1800;Santa Cruz;6;O'Higgins;socio_titular;;;02-10-54;01-01-25;31-12-25;SI;socio;clave7437;Santiago Centro
14127831-2;Natalia Espinoza Pardo;natalia.espinoza259@mail.cl;911834051;;Av Alameda 3200;La Florida;13;Metropolitana;adicional;24887596-8;abuela;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
19152018-9;Alvaro Quezada Espinoza;alvaro.quezada778@mail.cl;918586132;958298794.0;Av Vitacura 2000;Nunoa;13;Metropolitana;adicional;23230624-6;madre;12-05-97;01-01-25;31-12-25;NO;;;La Florida
22485220-4;Alvaro Fuentes Pardo;alvaro.fuentes593@mail.cl;732383;;Av Providencia 2500;Concepcion;8;BioBio;adicional;24692054-0;hijo;01-01-90;01-01-25;31-12-25;NO;;;La Florida
15532259-4;Natalia Jara Jara;natalia.jara128@mail.cl;994141865;;Av Vicu�a Mackenna 2000;Nunoa;13;Metropolitana;invitado;12170069-7;prima;19-01-81;01-01-25;31-12-25;NO;;;La Florida
10020333-2;Gonzalo Barrera Lagos;gonzalo.barrera824@mail.cl;916425745;;Av Pedro de Valdivia 3500;Maipu;13;Metropolitana;beneficiario;6988932-3;c—nyuge;15-07-05;01-01-25;31-12-25;NO;;;Providencia
23271233-3;Patricia Nuñez Duarte;patricia.nunez955@mail.cl;916422618;953678698.0;Av Irarrazaval 3400;Santa Cruz;6;O'Higgins;socio_titular;;;23-09-84;01-01-25;31-12-25;SI;socio;clave8566;Santa Cruz
21038193-7;Felicia Pardo Galdames;felicia.pardo399@mail.cl;807409;;Av Vitacura 3500;Concepcion;8;BioBio;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave5195;La Florida
23633227-6;Loreto Barrera Ortiz;loreto.barrera793@mail.cl;989670433;917713520.0;Av Pedro de Valdivia 600;Vina del Mar;5;Valparaiso;invitado;12620839-1;hijo;06-07-00;01-01-25;31-12-25;NO;;;Providencia
17594849-K;Kevin Henriquez Alvarez;kevin.henriquez39@mail.cl;778833;;Av Irarrazaval 3200;Vina del Mar;5;Valparaiso;beneficiario;17608709-0;hijo;14-05-66;01-01-25;31-12-25;NO;;;Santa Cruz
22493822-5;Javiera Alvarez Ortiz;javiera.alvarez384@mail.cl;276435;916857933.0;Av Providencia 200;Maipu;13;Metropolitana;invitado;20789127-4;madre;04-01-82;01-01-25;31-12-25;NO;;;Santiago Centro
11750440-9;Helena Henriquez Nuñez;helena.henriquez198@mail.cl;994684323;949766641.0;Av Recoleta 2300;Vina del Mar;5;Valparaiso;socio_titular;;;20-02-96;01-01-25;31-12-25;SI;socio;clave8626;Santa Cruz
20665475-9;Javiera Alvarez Fuentes;javiera.alvarez32@mail.cl;934854118;;Av Alameda 2700;Santa Cruz;6;O'Higgins;invitado;19556227-9;primo;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
12155520-1;Mauricio Fuentes Duarte;mauricio.fuentes900@mail.cl;503611;973188429.0;Av Vicu�a Mackenna 700;La Florida;13;Metropolitana;invitado;21005871-2;hijo;27-08-87;01-01-25;31-12-25;NO;;;Santiago Centro
24377951-9;Ignacio Mendez Henriquez;ignacio.mendez502@mail.cl;918275497;929606425.0;Av Vitacura 900;Concepcion;8;BioBio;socio_titular;;;09-11-02;01-01-25;31-12-25;SI;socio;clave8043;Providencia
13105067-4;Mauricio Mendez Lagos;mauricio.mendez936@mail.cl;39104;934053051.0;Av Providencia 1900;Concepcion;8;BioBio;adicional;24941085-3;abuelo;20-07-93;01-01-25;31-12-25;NO;;;Santiago Centro
5807178-4;Beatriz Barrera Mendez;beatriz.barrera886@mail.cl;771599;995911331.0;Av Alameda 3100;Nunoa;13;Metropolitana;adicional;21038193-7;prima;1990-01;01-01-25;31-12-25;NO;;;La Florida
14902991-2;Patricia Contreras Quezada;patricia.contreras593@mail.cl;641067;987117050.0;Av Irarrazaval 2800;Maipu;13;Metropolitana;adicional;15667425-6;madre;20-06-76;01-01-25;31-12-25;NO;;;Santa Cruz
24724208-2;Helena Quezada Duarte;helena.quezada776@mail.cl;373757;915955132.0;Av Vitacura 3000;Santiago;13;Metropolitana;socio_titular;;;25-10-83;01-01-25;31-12-25;SI;socio;clave3087;La Florida
17199065-3;Loreto Lagos Henriquez;loreto.lagos57@mail.cl;602795;985001714.0;Av Irarrazaval 3300;Santa Cruz;6;O'Higgins;invitado;5058856-4;abuelo;01-08-62;01-01-25;31-12-25;NO;;;Santa Cruz
6060150-7;Ignacio Quezada Galdames;ignacio.quezada430@mail.cl;942429730;980121418.0;Av Alameda 1800;Santa Cruz;6;O'Higgins;beneficiario;11606281-K;c—nyuge;21-04-03;01-01-25;31-12-25;NO;;;Providencia
22555835-3;Ignacio Pardo Barrera;ignacio.pardo684@mail.cl;946581557;;Av Providencia 4000;Nunoa;13;Metropolitana;adicional;12620839-1;prima;16-11-82;01-01-25;31-12-25;NO;;;Santa Cruz
9897596-9;Daniela Quezada Contreras;daniela.quezada167@mail.cl;374269;921695729.0;Av Vicu�a Mackenna 800;La Florida;13;Metropolitana;socio_titular;;;06-08-67;01-01-25;31-12-25;SI;socio;clave7870;Santiago Centro
16107380-7;Mauricio Henriquez Lagos;mauricio.henriquez252@mail.cl;963012361;974919030.0;Av Macul 2000;Vina del Mar;5;Valparaiso;invitado;6988932-3;abuela;24-09-51;01-01-25;31-12-25;NO;;;Providencia
